#/Users/anjalisarawgi/anaconda3/envs/gnn_parsing/bin/verilog2graph tum-eisec-benchmarks-main/netlist/des_latest/verilog/osu035/des3.v --output_format txt --do-not-zip -o adjlist/des_latest/osu035/des3 -l lib/osu035_stdcells.lib
# GMT Tue Nov 18 14:07:08 2025
# 
INPUT_\desIn[0]  INVX1_31
NAND2X1_159 NOR2X1_195 NOR2X1_200
NOR2X1_195 AOI22X1_98 AOI22X1_107 AOI22X1_108
AOI22X1_98 NAND2X1_160
NOR2X1_196 AOI22X1_99 AOI22X1_101 INVX1_174 AOI22X1_102 AOI22X1_105 AOI22X1_107 AOI22X1_109 NAND2X1_180 NAND3X1_207 AOI22X1_111
INVX1_168 NAND3X1_193 NOR2X1_205 NAND2X1_170 NAND2X1_171 NAND3X1_200
NOR2X1_197 NAND3X1_193 AND2X2_71 NAND3X1_196 NAND2X1_174
NAND3X1_193 INVX1_169 OAI22X1_48
INVX1_169 AOI22X1_99 AOI22X1_101 AOI22X1_110
INVX1_170 NOR2X1_198 NAND2X1_163
NOR2X1_198 AOI22X1_99 AOI22X1_101 NAND2X1_169 AOI22X1_102 AOI22X1_105 AOI22X1_107 AOI22X1_109 NAND3X1_205 NAND3X1_206 AOI22X1_111
NOR2X1_199 AND2X2_71 NAND2X1_166 NAND3X1_197 NAND3X1_199 NAND3X1_202
AND2X2_71 AOI22X1_99 AOI22X1_103 AOI22X1_109
AOI22X1_99 NAND2X1_160
NAND2X1_160 NOR2X1_201 OR2X2_13 OR2X2_14
AND2X2_72 NAND3X1_194 NAND2X1_166 NAND3X1_200 NAND3X1_202 NAND3X1_208
NAND3X1_194 INVX1_171 OAI22X1_47 OAI22X1_49 OAI22X1_50
INVX1_171 AOI22X1_100
AOI22X1_100 NAND2X1_162
INVX1_172 NAND2X1_161 NOR2X1_202 NAND3X1_195 NAND3X1_197
NAND2X1_161 NOR2X1_200 NOR2X1_211
NOR2X1_200 AOI22X1_101
AOI22X1_101 NAND2X1_162
NAND2X1_162 NOR2X1_201
NOR2X1_201 NAND3X1_198 NAND3X1_212
NAND2X1_163 OAI22X1_41 OAI22X1_43 OAI22X1_44 OAI22X1_48 OAI22X1_49 OAI21X1_111
INVX1_173 OAI22X1_41 OAI22X1_43 OAI22X1_44 OAI22X1_48 OAI22X1_49
NOR2X1_202 NAND2X1_164 NAND2X1_167 NAND3X1_205
NOR2X1_203 NAND2X1_164 NAND3X1_204 NAND3X1_205 NAND3X1_207
NAND2X1_164 OAI22X1_41
AND2X2_73 NAND3X1_195 NAND2X1_174 NAND3X1_208
NAND3X1_195 OAI22X1_41 OAI22X1_45 OAI22X1_46 OAI21X1_111
OAI22X1_41 NOR2X1_204
INVX1_174 OAI22X1_42 OAI21X1_110 OAI22X1_45 OAI22X1_46 OAI22X1_47 OAI22X1_50
NAND2X1_165 OAI22X1_42 OAI22X1_45 OAI22X1_46 OAI22X1_47 OAI22X1_50
NAND2X1_166 OAI22X1_42 OAI22X1_44
NAND3X1_196 OAI22X1_42 OAI22X1_43 INVX1_176 OAI22X1_50
OAI22X1_42 NOR2X1_204
NOR2X1_204 AND2X2_74 NAND2X1_185 NAND3X1_211
NAND3X1_197 OAI22X1_43 INVX1_175 OAI22X1_47 OAI22X1_48
OAI22X1_43 NOR2X1_207
NOR2X1_205 NAND2X1_167 NAND3X1_203 NAND3X1_206
NAND2X1_167 OAI21X1_110
NAND2X1_168 NOR2X1_206 NOR2X1_208 NOR2X1_212
NOR2X1_206 NAND2X1_169 NAND2X1_177 NAND2X1_180
NAND2X1_169 OAI21X1_110
OAI21X1_110 NOR2X1_207
NOR2X1_207 AND2X2_74 NAND3X1_210
AND2X2_74 NAND3X1_198 NAND3X1_212
NAND2X1_170 NOR2X1_208 NOR2X1_210 NOR2X1_211
NOR2X1_208 AOI22X1_102 AOI22X1_108
AOI22X1_102 NAND2X1_172
NAND2X1_171 NOR2X1_209 NOR2X1_212
NOR2X1_209 AOI22X1_103 AOI22X1_107 AOI22X1_111
AOI22X1_103 NAND2X1_172
NAND2X1_172 NOR3X1_13 INVX1_178
NOR2X1_210 AOI22X1_104 AOI22X1_111
NOR2X1_211 AOI22X1_104 AOI22X1_109
AOI22X1_104 NAND2X1_173
NOR2X1_212 AOI22X1_105
INVX1_175 AOI22X1_105
AOI22X1_105 NAND2X1_173
NAND2X1_173 NOR3X1_13 OR2X2_13
INVX1_176 AOI22X1_106
NAND2X1_174 INVX1_177 OAI22X1_46
INVX1_177 AOI22X1_106 AOI22X1_110
AOI22X1_106 NAND2X1_175
AOI22X1_107 NAND2X1_175
NAND2X1_175 NOR3X1_13
NOR3X1_13 NAND3X1_198
NAND3X1_198 OAI21X1_112 OAI21X1_113
AOI22X1_108 NAND3X1_201 AND2X2_75
AOI22X1_109 NAND3X1_201 AND2X2_75
NAND3X1_199 OAI22X1_44
OAI22X1_44 NOR2X1_213
NAND3X1_200 OAI22X1_45 OAI22X1_49
OAI22X1_45 NOR2X1_213
NOR2X1_213 NAND3X1_201 NAND2X1_189
NAND3X1_201 NOR2X1_217
NAND3X1_202 NAND2X1_176
NOR2X1_214 NAND3X1_203 NAND3X1_204 NAND3X1_206 NAND3X1_207
NAND3X1_203 NAND2X1_176
NAND2X1_176 NOR2X1_215
OAI22X1_46 NOR2X1_215
NOR2X1_215 NAND2X1_179 NAND3X1_210
NAND3X1_204 NAND2X1_178
NAND2X1_177 NAND2X1_178
NAND2X1_178 NOR2X1_216
OAI22X1_47 NOR2X1_216
NOR2X1_216 NAND2X1_179
NAND2X1_179 NOR2X1_217
NOR2X1_217 NAND2X1_184 NAND2X1_188
OAI22X1_48 NOR2X1_218
NAND3X1_205 NAND2X1_181
NAND2X1_180 NAND2X1_181
NAND2X1_181 NOR2X1_218
NOR2X1_218 NAND2X1_183 NAND3X1_210 NAND2X1_186
OAI22X1_49 NOR2X1_219
NAND3X1_206 NAND2X1_182
NAND3X1_207 NAND2X1_182
NAND2X1_182 NOR2X1_219
NOR2X1_219 NAND2X1_183
NAND2X1_183 NOR2X1_221 NOR3X1_15
AOI22X1_110 NAND3X1_209 NAND2X1_187
AOI22X1_111 NAND3X1_209 NAND2X1_187
NAND3X1_208 OAI21X1_111
OAI21X1_111 NOR2X1_220
OAI22X1_50 NOR2X1_220
NOR2X1_220 NAND3X1_209 NAND2X1_186
NAND3X1_209 NOR2X1_221 NOR3X1_15
NOR2X1_221 NAND2X1_184
NAND2X1_184 OAI21X1_112 OAI21X1_113
NAND3X1_210 NOR3X1_14
OR2X2_13 NOR3X1_14
AND2X2_75 NAND2X1_185 NAND3X1_211
NAND2X1_185 NOR3X1_14
NOR3X1_14 OAI21X1_112
OAI21X1_112 NAND2X1_66 INVX1_129
INVX1_178 NAND3X1_211 NAND2X1_189
NAND3X1_211 NOR3X1_15
NOR3X1_15 OAI21X1_113
OAI21X1_113 INVX1_90 NAND2X1_48
NAND2X1_186 NOR2X1_222 NOR2X1_223
NAND2X1_187 OR2X2_14
OR2X2_14 NOR2X1_222
NOR2X1_222 NAND2X1_188
NAND2X1_188 INVX1_50 NAND2X1_28
NAND2X1_189 NOR2X1_223
NOR2X1_223 NAND3X1_212
NAND3X1_212 NAND2X1_16 INVX1_29
NAND2X1_190 INVX1_179 OAI22X1_51 OAI22X1_53 OAI22X1_55 OAI22X1_57 OAI22X1_58 OAI22X1_59 OAI22X1_61
INVX1_179 AOI22X1_112 AOI22X1_113 AOI22X1_115 AOI22X1_117 AOI22X1_119 AOI22X1_121 AOI22X1_123 AOI22X1_125
AND2X2_76 NAND2X1_191 NAND2X1_205 NAND3X1_217 NAND3X1_223
NOR2X1_224 NAND2X1_191 NAND3X1_214 NAND2X1_201 NAND2X1_203
NAND2X1_191 INVX1_180 OAI22X1_60
INVX1_180 AOI22X1_112 AOI22X1_114
INVX1_181 NAND2X1_192 NOR2X1_227
NAND2X1_192 INVX1_182 OAI22X1_51 OAI22X1_53 OAI22X1_55 OAI22X1_57 OAI22X1_58 OAI22X1_59 OAI22X1_61
INVX1_182 AOI22X1_112 AOI22X1_113 AOI22X1_116 AOI22X1_117 AOI22X1_119 AOI22X1_121 AOI22X1_123 AOI22X1_125
INVX1_183 NAND2X1_193 NAND3X1_213 NAND2X1_198 NAND3X1_217 NOR2X1_247
NAND2X1_193 NOR2X1_225 NOR2X1_226 NOR2X1_240
INVX1_184 NAND2X1_194 NAND3X1_214 NOR2X1_236 NAND2X1_209
NAND2X1_194 NOR2X1_225 NOR2X1_231 NOR2X1_239
NOR2X1_225 AOI22X1_112 AOI22X1_124
AOI22X1_112 NAND2X1_196 AND2X2_79
INVX1_185 NAND2X1_195 NOR2X1_235 NAND2X1_209 NAND3X1_219
NAND2X1_195 NOR2X1_226 NOR2X1_232 NOR2X1_243 NOR2X1_245
NOR2X1_226 AOI21X1_5 AOI22X1_123
NOR2X1_227 AOI21X1_5 AOI22X1_114 AOI22X1_115 AOI22X1_118 AOI22X1_120 AOI22X1_122 NAND3X1_220 NAND3X1_223 AOI22X1_124 AOI22X1_126
NOR2X1_228 INVX1_186 AOI22X1_114 AOI22X1_116 AOI22X1_118 AOI22X1_120 AOI22X1_122 NAND3X1_221 NAND3X1_222 AOI22X1_124 AOI22X1_126
INVX1_186 NOR2X1_230 OAI22X1_52 OAI22X1_54 OAI22X1_56 OAI22X1_60 OAI22X1_62
NOR2X1_229 NAND3X1_213 NAND2X1_203 NAND2X1_213 NAND3X1_216 NAND3X1_220
NAND3X1_213 NOR2X1_230 OAI22X1_58 OAI22X1_59 OAI22X1_62
NOR2X1_230 AOI21X1_5
AOI21X1_5 NAND2X1_196 AND2X2_79
NAND2X1_196 NOR2X1_233
NAND3X1_214 INVX1_187 OAI22X1_52 OAI22X1_59 OAI22X1_62
INVX1_187 AOI22X1_113
INVX1_188 NAND2X1_197 NAND2X1_198 NOR2X1_234 NAND3X1_216
NAND2X1_197 NOR2X1_231 NOR2X1_241 NOR2X1_242 NOR2X1_243
NOR2X1_231 AOI22X1_113 AOI22X1_119 AOI22X1_122
AOI22X1_113 NAND2X1_199 NAND3X1_230
NAND2X1_198 NOR2X1_232
NOR2X1_232 AOI22X1_114 AOI22X1_115
AOI22X1_114 NAND2X1_199 NAND3X1_230
NAND2X1_199 NOR2X1_233
NOR2X1_233 NAND3X1_215 NAND3X1_229
NOR2X1_234 NAND2X1_200 NAND2X1_204 NAND3X1_222
NOR2X1_235 NAND2X1_200 NAND2X1_206 NAND3X1_221
NAND2X1_200 OAI22X1_51
NOR2X1_236 NAND2X1_201 NAND2X1_204 NAND3X1_222
NAND2X1_201 OAI22X1_51
OAI22X1_51 NOR2X1_237
INVX1_189 NAND2X1_202
NAND2X1_202 OAI22X1_52 OAI22X1_54 OAI22X1_56 OAI22X1_60 OAI22X1_62
NAND2X1_203 OAI22X1_52 OAI22X1_54 OAI22X1_61
OAI22X1_52 NOR2X1_237
NOR2X1_237 AND2X2_78 NAND3X1_227
NAND2X1_204 OAI22X1_53
AND2X2_77 NAND2X1_205 NAND2X1_206 NAND2X1_213 NAND3X1_219 NAND3X1_220
NAND2X1_205 OAI22X1_53 OAI22X1_56 OAI22X1_57
OAI22X1_53 NOR2X1_238
NAND2X1_206 OAI22X1_54
OAI22X1_54 NOR2X1_238
NOR2X1_238 AND2X2_78 NAND3X1_227 NAND3X1_228
AND2X2_78 NAND3X1_215
NAND2X1_207 NOR2X1_239 NOR2X1_244 NOR2X1_245
NOR2X1_239 AOI22X1_115 AOI22X1_119 AOI22X1_125
AOI22X1_115 NAND2X1_210 AND2X2_83
NAND2X1_208 NOR2X1_240 NOR2X1_242 NOR2X1_244
NOR2X1_240 AOI22X1_116 AOI22X1_123
NAND2X1_209 NOR2X1_241
NOR2X1_241 AOI22X1_116 AOI22X1_121 AOI22X1_126
AOI22X1_116 NAND2X1_210 AND2X2_83
NAND2X1_210 NOR3X1_16
NOR2X1_242 AOI22X1_117 AOI22X1_122 AOI22X1_125
NOR2X1_243 AOI22X1_117 AOI22X1_120 AOI22X1_121 AOI22X1_126
AOI22X1_117 NAND2X1_211 AND2X2_81
NOR2X1_244 AOI22X1_118
NOR2X1_245 AOI22X1_118 AOI22X1_120
AOI22X1_118 NAND2X1_211 AND2X2_81
NAND2X1_211 NOR3X1_16
AOI22X1_119 NAND2X1_212
AOI22X1_120 NAND2X1_212
NAND2X1_212 NOR3X1_16
NOR3X1_16 NAND3X1_215
NAND3X1_215 OAI21X1_114 OAI21X1_115 OAI21X1_116
AOI22X1_121 NAND3X1_218 AND2X2_82
AOI22X1_122 NAND3X1_218 AND2X2_82
NAND2X1_213 OAI22X1_55 OAI22X1_58 INVX1_190
NAND3X1_216 OAI22X1_55
OAI22X1_55 NOR2X1_246
NAND3X1_217 OAI22X1_56 OAI22X1_60
OAI22X1_56 NOR2X1_246
NOR2X1_246 NAND3X1_218
NAND3X1_218 NOR2X1_250 NOR3X1_18 INVX1_191
NAND3X1_219 OAI22X1_57 OAI22X1_61
OAI22X1_57 NOR2X1_248
NAND3X1_220 NAND2X1_214
NOR2X1_247 NAND3X1_221 NAND3X1_223
NAND3X1_221 NAND2X1_214
NAND2X1_214 NOR2X1_248
NOR2X1_248 NAND2X1_216 NAND3X1_226
OAI22X1_58 NOR2X1_249
NAND3X1_222 NAND2X1_215
NAND3X1_223 NAND2X1_215
NAND2X1_215 NOR2X1_249
NOR2X1_249 NAND2X1_216 NAND3X1_231
NAND2X1_216 NOR2X1_250 NOR3X1_18
NOR2X1_250 NAND2X1_217
AOI22X1_123 NAND3X1_224 NAND3X1_228
INVX1_190 AOI22X1_124
AOI22X1_124 NAND3X1_224 NAND3X1_228
OAI22X1_59 NOR2X1_251
OAI22X1_60 NOR2X1_251
NOR2X1_251 NAND3X1_224
NAND3X1_224 NOR2X1_253 NOR3X1_17
AOI22X1_125 NAND3X1_225 AND2X2_80
AOI22X1_126 NAND3X1_225 AND2X2_80
OAI22X1_61 NOR2X1_252
OAI22X1_62 NOR2X1_252
NOR2X1_252 NAND3X1_225
NAND3X1_225 NOR2X1_253 NOR2X1_254
NOR2X1_253 NAND2X1_217
NAND2X1_217 OAI21X1_114 OAI21X1_115 OAI21X1_116
AND2X2_79 NAND3X1_226 NAND3X1_227
AND2X2_80 NAND3X1_226
NAND3X1_226 NOR3X1_17
AND2X2_81 NAND2X1_218 NAND3X1_231
AND2X2_82 NAND2X1_218 NAND3X1_231
NAND2X1_218 NOR3X1_17
NOR3X1_17 OAI21X1_114
OAI21X1_114 INVX1_118 NAND2X1_62
NAND3X1_227 NOR3X1_18
NOR3X1_18 OAI21X1_115
OAI21X1_115 NAND2X1_18 INVX1_33
INVX1_191 NAND3X1_229
NAND3X1_228 NOR2X1_254 NOR3X1_19
NOR2X1_254 NAND3X1_229
NAND3X1_229 INVX1_74 NAND2X1_40
AND2X2_83 NAND3X1_230
NAND3X1_230 NOR3X1_19
NAND3X1_231 NOR3X1_19
NOR3X1_19 OAI21X1_116
OAI21X1_116 INVX1_98 NAND2X1_52
AND2X2_84 NAND3X1_232 INVX1_197 NAND3X1_241 AOI22X1_127 AOI21X1_7 AOI22X1_129 AOI22X1_131 NAND3X1_253 AOI22X1_133
INVX1_192 NOR2X1_255 NAND3X1_236 NAND3X1_237 NAND2X1_234
NOR2X1_255 NAND3X1_232 NAND2X1_229 NAND3X1_250
INVX1_193 NOR2X1_256 NAND3X1_235 NAND2X1_225 NAND3X1_244
NOR2X1_256 NAND3X1_232 NAND3X1_242 NAND3X1_243 NAND3X1_250
NAND3X1_232 NAND2X1_219
INVX1_194 NOR2X1_257 NAND2X1_220
NOR2X1_257 NAND3X1_233 NAND3X1_240 AOI22X1_127 AOI22X1_129 AOI22X1_131 NAND2X1_245 AOI22X1_133 NAND2X1_249
AND2X2_85 NAND3X1_233 NAND3X1_234 NAND3X1_236 NAND2X1_230 NAND3X1_251 NAND3X1_253
NOR2X1_258 NAND3X1_233 NAND2X1_223 NAND3X1_242 NAND3X1_244 NAND2X1_230 NAND3X1_245 NAND3X1_251 NAND3X1_253 NAND3X1_254
NAND3X1_233 NAND2X1_219
NAND2X1_219 NOR2X1_260
INVX1_195 NAND3X1_234 NAND3X1_238 NAND2X1_224 NOR2X1_265
NAND3X1_234 OAI22X1_63 OAI22X1_68 OAI22X1_70 OAI21X1_119
NAND2X1_220 OAI22X1_63 OAI22X1_65 NOR3X1_20 OAI22X1_67 OAI21X1_117 OAI22X1_71
AND2X2_86 NAND3X1_235 NAND3X1_239 NAND3X1_240 NAND3X1_247 AND2X2_87
NAND3X1_235 OAI22X1_63 OAI22X1_69 OAI21X1_118
NOR2X1_259 INVX1_196 NAND3X1_242 AOI22X1_128 NAND3X1_248 NAND2X1_236 NAND3X1_250 AOI22X1_130 AOI22X1_132 NAND3X1_254 AOI22X1_134
INVX1_196 OAI22X1_63 OAI22X1_65 AOI21X1_6 OAI22X1_67 OAI22X1_71 OAI21X1_119
OAI22X1_63 NOR2X1_260
NOR2X1_260 NAND2X1_222 NAND3X1_257
INVX1_197 OAI22X1_64 AOI21X1_6 OAI22X1_66 OAI22X1_68 OAI22X1_69 OAI22X1_70 OAI22X1_72 OAI21X1_118
INVX1_198 NAND2X1_221 NOR2X1_266
NAND2X1_221 OAI22X1_64 NOR2X1_263 OAI22X1_66 OAI22X1_68 OAI22X1_69 NOR2X1_277 OAI22X1_70 OAI22X1_72
NAND3X1_236 OAI22X1_64 OAI22X1_70
NOR2X1_261 NAND3X1_237 NAND3X1_238 NAND2X1_223 NAND3X1_240 AND2X2_87 NAND3X1_254
NAND3X1_237 OAI22X1_64 OAI22X1_69 INVX1_203
OAI22X1_64 NOR2X1_262
NAND3X1_238 OAI22X1_65 AOI21X1_6 OAI22X1_72
INVX1_199 NAND3X1_239 NOR2X1_264 NAND3X1_245 NAND2X1_231
NAND3X1_239 OAI22X1_65 OAI21X1_117
OAI22X1_65 NOR2X1_262
NOR2X1_262 NAND2X1_222 NAND3X1_252
NAND2X1_222 NOR2X1_268
AOI21X1_6 NOR3X1_21
NAND2X1_223 NOR2X1_263 OAI22X1_71
NOR2X1_263 NOR3X1_21
NAND2X1_224 NOR3X1_20 NOR2X1_276 NOR2X1_284
NAND2X1_225 NOR3X1_20 NOR2X1_272 NOR2X1_276
NOR3X1_20 NOR3X1_21
NOR3X1_21 NAND2X1_228 AND2X2_91
NAND3X1_240 NAND2X1_226
NOR2X1_264 NAND3X1_241 NAND2X1_229 NAND3X1_247 NAND3X1_248
NOR2X1_265 NAND3X1_241 NAND3X1_243 NAND3X1_248
NAND3X1_241 NAND2X1_226
NAND2X1_226 NOR2X1_267
NAND3X1_242 NAND2X1_227
NOR2X1_266 NAND3X1_243 AOI22X1_128 NAND3X1_247 NAND3X1_251 AOI22X1_130 AOI22X1_132 NAND2X1_246 AOI22X1_134 NAND2X1_250
NAND3X1_243 NAND2X1_227
NAND2X1_227 NOR2X1_267
NOR2X1_267 NAND2X1_228
NAND2X1_228 NOR2X1_268
NOR2X1_268 NAND2X1_238 NAND2X1_251
NAND2X1_229 OAI22X1_66
NAND3X1_244 OAI22X1_66 NOR2X1_277 OAI22X1_71 OAI22X1_72
OAI22X1_66 NOR2X1_269
NAND2X1_230 OAI22X1_67
NAND3X1_245 OAI22X1_67 OAI22X1_68 INVX1_202
OAI22X1_67 NOR2X1_269 INVX1_201
NOR2X1_269 NAND3X1_246
NAND2X1_231 NOR2X1_270 NOR2X1_273 NOR2X1_284
NAND2X1_232 NOR2X1_270 NOR2X1_271
NOR2X1_270 AOI22X1_127 AOI22X1_133
NAND2X1_233 NOR2X1_271 NOR2X1_281
NOR2X1_271 AOI22X1_127 NAND2X1_236 AOI22X1_131 NAND2X1_250
AOI22X1_127 NAND3X1_246 NAND2X1_248
NAND2X1_234 NOR2X1_272 NOR2X1_273 NOR2X1_281
NOR2X1_272 AOI22X1_128
NOR2X1_273 AOI22X1_128 AOI22X1_129 AOI22X1_133
AOI22X1_128 NAND3X1_246 NAND2X1_248
NAND3X1_246 NOR2X1_275 NOR3X1_24
OAI22X1_68 NOR2X1_274
NAND3X1_247 NAND2X1_235
NAND3X1_248 NAND2X1_235
NAND2X1_235 NOR2X1_274
NOR2X1_274 NAND2X1_237 NAND2X1_240
OAI22X1_69 OR2X2_15
NAND2X1_236 OAI21X1_117
OAI21X1_117 OR2X2_15
OR2X2_15 INVX1_200 NOR2X1_283
INVX1_200 NAND2X1_237 NAND2X1_241
NAND2X1_237 NOR2X1_275
NOR2X1_275 NAND2X1_238
NAND2X1_238 INVX1_54 NAND2X1_30
NOR2X1_276 AOI21X1_7 AOI22X1_132 NAND2X1_245
NOR2X1_277 AOI21X1_7
AOI21X1_7 NAND3X1_249
INVX1_201 NAND3X1_249
OAI22X1_70 NOR2X1_278
OAI22X1_71 NOR2X1_278
NOR2X1_278 NAND3X1_249
NAND3X1_249 NOR2X1_280 INVX1_205
OAI22X1_72 NOR2X1_279
NAND3X1_250 NAND2X1_239
NAND3X1_251 NAND2X1_239
NAND2X1_239 NOR2X1_279
NOR2X1_279 NAND2X1_240
NAND2X1_240 NOR2X1_280
NOR2X1_280 NAND2X1_242 NAND2X1_251
INVX1_202 AOI22X1_129
AOI22X1_129 AND2X2_88 NAND2X1_243
NOR2X1_281 AOI22X1_130
AND2X2_87 AOI22X1_130 AOI22X1_131 AOI22X1_134
AOI22X1_130 AND2X2_88 NAND2X1_243
AND2X2_88 NAND2X1_241 NAND3X1_257
NAND2X1_241 NOR2X1_282
AOI22X1_131 NAND3X1_252 NAND2X1_244
INVX1_203 AOI22X1_132 AOI22X1_134
AOI22X1_132 NAND3X1_252 NAND2X1_244
NAND3X1_252 NOR2X1_282 NOR3X1_24
NOR2X1_282 NAND2X1_242
NAND2X1_242 INVX1_86 NAND2X1_46
NAND2X1_243 NOR2X1_283
NOR2X1_283 NAND3X1_256 AND2X2_90
NAND2X1_244 NOR3X1_22
NAND2X1_245 NAND3X1_255
NOR2X1_284 NAND2X1_246 NAND2X1_249
NAND2X1_246 NAND3X1_255
NAND3X1_253 AND2X2_89
NAND3X1_254 AND2X2_89
AND2X2_89 NAND3X1_255
NAND3X1_255 NOR3X1_22 INVX1_204
AOI22X1_133 NAND2X1_247
AOI22X1_134 NAND2X1_247
NAND2X1_247 NOR3X1_22
NOR3X1_22 NAND3X1_256
NAND2X1_248 NOR3X1_23
NAND2X1_249 OAI21X1_118
OAI21X1_118 NOR3X1_23
NAND2X1_250 OAI21X1_119
OAI21X1_119 NOR3X1_23
NOR3X1_23 NAND3X1_256 AND2X2_90
NAND3X1_256 OAI21X1_120
NAND2X1_251 OAI21X1_120
INVX1_204 NAND3X1_257 AND2X2_91
NAND3X1_257 NOR3X1_24
NOR3X1_24 OAI21X1_120
OAI21X1_120 INVX1_14 NAND2X1_10
INVX1_205 NAND3X1_258
AND2X2_90 NAND3X1_258
AND2X2_91 NAND3X1_258
NAND3X1_258 INVX1_114 NAND2X1_60
NAND2X1_252 INVX1_206 OAI22X1_73 OAI22X1_75 NAND3X1_267 OAI22X1_78 OAI22X1_80 OAI22X1_82
INVX1_206 AOI22X1_135 AOI22X1_137 NAND3X1_264 OAI21X1_123 NAND3X1_268 AOI22X1_139 AOI22X1_141 NAND3X1_271 AOI22X1_143 AOI22X1_145
INVX1_207 NOR2X1_285 NAND2X1_254 NAND2X1_265
NOR2X1_285 AOI22X1_135 AOI22X1_137 NAND3X1_269 AOI22X1_139 AOI22X1_141 NAND3X1_272 AOI22X1_143 AOI22X1_145
INVX1_208 NAND3X1_259 NAND2X1_257 NOR2X1_293 NAND3X1_266
NOR2X1_286 NAND3X1_259 NAND2X1_253 NAND3X1_260 NAND2X1_267 NAND3X1_272
NAND3X1_259 INVX1_209 OAI22X1_77 OAI22X1_83
INVX1_209 AOI22X1_135 AOI22X1_141
NOR2X1_287 NAND2X1_253 NAND2X1_261 NAND3X1_265 NAND2X1_269
NAND2X1_253 INVX1_210 OAI22X1_76 OAI22X1_83
INVX1_210 AOI22X1_135
AOI22X1_135 NAND2X1_258
NOR2X1_288 AOI22X1_136 AOI22X1_138 NAND3X1_262 OAI21X1_123 AOI22X1_140 AOI22X1_142 NAND3X1_273 AOI22X1_144 AOI22X1_146
NAND2X1_254 INVX1_211 OAI21X1_121 OAI22X1_74 OAI22X1_76 OAI22X1_77 OAI22X1_79 OAI22X1_81 OAI21X1_124 OAI22X1_83
INVX1_211 AOI22X1_136 AOI22X1_138 AOI22X1_140 AOI22X1_142 AOI22X1_144 AOI22X1_146
AND2X2_92 NAND2X1_255 NAND3X1_261 NAND3X1_263 NAND2X1_267 NAND3X1_272
AND2X2_93 NAND2X1_255 NAND2X1_261 NAND3X1_266 NAND3X1_268
NAND2X1_255 INVX1_212 OAI22X1_80
INVX1_212 AOI22X1_136 AOI22X1_141
INVX1_213 NAND2X1_256 NAND3X1_261 NOR2X1_296 NAND3X1_265
NAND2X1_256 NOR2X1_289 NOR2X1_302
NAND2X1_257 NOR2X1_289 NOR2X1_290 NOR2X1_303
NOR2X1_289 AOI22X1_136 AOI22X1_137 AOI22X1_144 AOI22X1_145
AOI22X1_136 NAND2X1_258
NAND2X1_258 NOR2X1_292 NOR2X1_310
NAND2X1_259 NOR2X1_290 NOR2X1_291
NOR2X1_290 AOI22X1_137 AOI22X1_146
AOI22X1_137 NAND2X1_262 AND2X2_96
INVX1_214 NAND2X1_260 NAND3X1_260 NOR2X1_295
NAND2X1_260 NOR2X1_291 NOR2X1_304
NOR2X1_291 AOI22X1_138 AOI22X1_142 AOI22X1_143
NAND2X1_261 INVX1_215 OAI22X1_75 OAI22X1_79
INVX1_215 AOI22X1_138 AOI22X1_143
AOI22X1_138 NAND2X1_262 AND2X2_96
NAND2X1_262 NOR2X1_292 NOR2X1_311
NOR2X1_292 NAND3X1_270
NAND3X1_260 OAI22X1_73 INVX1_218 OAI22X1_79
INVX1_216 NAND2X1_263 NAND2X1_265
NAND2X1_263 OAI22X1_73 OAI21X1_122 OAI22X1_75 OAI22X1_78 OAI22X1_80 OAI22X1_82
NAND3X1_261 OAI22X1_73
OAI22X1_73 NOR2X1_297
NOR2X1_293 NAND3X1_262 NAND3X1_264 NAND2X1_266 NAND3X1_268 NAND3X1_269 NAND3X1_271
INVX1_217 NOR2X1_294 NAND3X1_263 NAND2X1_274
NOR2X1_294 NAND3X1_262 NAND2X1_266 NAND3X1_271
NAND3X1_262 OAI21X1_121
NOR2X1_295 NAND2X1_264 NAND3X1_273
NOR2X1_296 NAND2X1_264 NAND3X1_264 NAND2X1_269 NAND3X1_269 NAND3X1_273
NAND2X1_264 OAI21X1_121 OAI22X1_82
OAI21X1_121 NOR2X1_297
NOR2X1_297 NAND2X1_268 NAND2X1_285
NAND3X1_263 OAI21X1_122 OAI22X1_77 OAI22X1_80 INVX1_219
NAND3X1_264 OAI21X1_122
OAI21X1_122 NOR2X1_298
NAND2X1_265 OAI22X1_74 OAI22X1_76 NAND3X1_267 OAI22X1_77 OAI22X1_79 OAI22X1_81 OAI22X1_83
NAND2X1_266 OAI22X1_74
NAND2X1_267 OAI22X1_74 OAI22X1_78 OAI22X1_81
OAI22X1_74 NOR2X1_298
NOR2X1_298 NAND2X1_268 NAND2X1_284
NAND2X1_268 NOR2X1_300 NOR2X1_308
NAND3X1_265 OAI22X1_75 NAND3X1_267 OAI22X1_81
OAI22X1_75 NOR2X1_299
NAND3X1_266 OAI22X1_76 OAI22X1_78
OAI22X1_76 NOR2X1_299
NOR2X1_299 NAND2X1_271 NAND3X1_276
NAND3X1_267 NAND2X1_270
NAND2X1_269 OAI21X1_123 OAI21X1_124 OAI22X1_82
OAI21X1_123 NAND2X1_270
NAND2X1_270 NAND2X1_271 NAND3X1_275
NAND2X1_271 NOR2X1_300 NOR2X1_309
NOR2X1_300 NAND3X1_270
