#/Users/anjalisarawgi/anaconda3/envs/gnn_parsing/bin/verilog2graph tum-eisec-benchmarks-main/netlist/gost28147-89_latest/verilog/osu035/gost89_round.v --output_format txt --do-not-zip -o adjlist/gost28147-89_latest/osu035/gost89_round -l lib/osu035_stdcells.lib
# GMT Tue Nov 18 12:23:07 2025
# 
INPUT_\sbox[0]  NAND3X1_262
NAND2X1_139 INVX1_216 NOR2X1_197
INVX1_216 NAND3X1_222 NAND2X1_141 NAND3X1_224 NAND3X1_231 NAND3X1_233 NAND3X1_240 NAND3X1_242 NAND3X1_249 NAND3X1_251
INVX1_217 NAND2X1_140 NOR2X1_190
NAND2X1_140 INVX1_218 NOR2X1_194
INVX1_218 NAND3X1_222 NAND2X1_142 NAND2X1_144 NAND3X1_231 NAND3X1_240 NAND3X1_249
NAND3X1_222 OAI21X1_81
NOR2X1_190 NAND2X1_141 NAND2X1_143 NAND2X1_145 NAND2X1_148
NAND2X1_141 OAI21X1_81 OAI21X1_83 OAI21X1_85 OAI21X1_87
OAI21X1_81 NOR2X1_192
INVX1_219 OAI22X1_49
INVX1_220 OAI22X1_49
NOR2X1_191 NAND2X1_142 NAND2X1_143 NAND3X1_228 NAND3X1_237 NAND3X1_246 NAND3X1_255
NAND2X1_142 OAI22X1_49 OAI22X1_51 OAI22X1_53 OAI22X1_55
NAND2X1_143 OAI22X1_49 OAI22X1_51 OAI22X1_53 OAI22X1_55
OAI22X1_49 NOR2X1_192
NOR2X1_192 NAND3X1_230
INVX1_221 OAI22X1_50
INVX1_222 OAI22X1_50
NOR2X1_193 NAND2X1_144 NAND2X1_145 NAND3X1_223 NAND3X1_225 NAND3X1_232 NAND3X1_234 NAND3X1_241 NAND3X1_243 NAND3X1_250 NAND3X1_252
NAND2X1_144 OAI22X1_50 OAI22X1_52 OAI22X1_54 OAI22X1_56
NAND2X1_145 OAI22X1_50 OAI22X1_52 OAI22X1_54 OAI22X1_56
OAI22X1_50 NOR2X1_195
INVX1_223 OAI21X1_82
NAND2X1_146 NOR2X1_194 NOR3X1_14
NOR2X1_194 NAND2X1_147 NAND2X1_151 NAND2X1_153 NAND2X1_155
NAND2X1_147 OAI21X1_82
AND2X2_61 NAND2X1_148 NAND3X1_226 NAND3X1_235 NAND3X1_244 NAND3X1_253
NAND2X1_148 OAI21X1_82 OAI21X1_84 OAI21X1_86 OAI21X1_88
OAI21X1_82 NOR2X1_195
NOR2X1_195 NAND3X1_230
AND2X2_62 NAND3X1_223 NAND3X1_226 NAND3X1_232 NAND3X1_235 NAND3X1_241 NAND3X1_244 NAND3X1_250 NAND3X1_253
NAND3X1_223 NAND3X1_227
NOR2X1_196 NAND3X1_224 NAND3X1_225 NAND3X1_228 NAND3X1_233 NAND3X1_234 NAND3X1_237 NAND3X1_242 NAND3X1_243 NAND3X1_246 NAND3X1_251 NAND3X1_252 NAND3X1_255
NAND3X1_224 NAND3X1_227
NAND3X1_225 AND2X2_63
NAND3X1_226 AND2X2_63
AND2X2_63 NAND3X1_227
NAND3X1_227 NOR2X1_198
NAND2X1_149 NOR2X1_197 NOR3X1_13
NOR2X1_197 NAND2X1_150 NAND2X1_152 NAND2X1_154 NAND2X1_156
NAND2X1_150 NAND3X1_229
NAND3X1_228 NAND3X1_229
NOR3X1_13 AOI22X1_25 AOI22X1_26 AOI22X1_27 AOI22X1_28
NOR3X1_14 AOI22X1_25 AOI22X1_26 AOI22X1_27 AOI22X1_28
AOI22X1_25 NAND3X1_229
NAND3X1_229 NOR2X1_198
NOR2X1_198 NAND3X1_230
NAND3X1_230 XOR2X1_15
INVX1_224 OAI21X1_83
NAND3X1_231 OAI21X1_83
OAI21X1_83 NOR2X1_199
INVX1_225 OAI22X1_51
INVX1_226 OAI22X1_51
OAI22X1_51 NOR2X1_199
NOR2X1_199 NAND3X1_239
INVX1_227 OAI22X1_52
INVX1_228 OAI22X1_52
OAI22X1_52 NOR2X1_200
INVX1_229 OAI21X1_84
NAND2X1_151 OAI21X1_84
OAI21X1_84 NOR2X1_200
NOR2X1_200 NAND3X1_239
NAND3X1_232 NAND3X1_236
NAND3X1_233 NAND3X1_236
NAND3X1_234 AND2X2_64
NAND3X1_235 AND2X2_64
AND2X2_64 NAND3X1_236
NAND3X1_236 NOR2X1_201
NAND2X1_152 NAND3X1_238
NAND3X1_237 NAND3X1_238
AOI22X1_26 NAND3X1_238
NAND3X1_238 NOR2X1_201
NOR2X1_201 NAND3X1_239
NAND3X1_239 XOR2X1_16
INVX1_230 OAI21X1_85
NAND3X1_240 OAI21X1_85
OAI21X1_85 NOR2X1_202
INVX1_231 OAI22X1_53
INVX1_232 OAI22X1_53
OAI22X1_53 NOR2X1_202
NOR2X1_202 NAND3X1_248
INVX1_233 OAI22X1_54
INVX1_234 OAI22X1_54
OAI22X1_54 NOR2X1_203
INVX1_235 OAI21X1_86
NAND2X1_153 OAI21X1_86
OAI21X1_86 NOR2X1_203
NOR2X1_203 NAND3X1_248
NAND3X1_241 NAND3X1_245
NAND3X1_242 NAND3X1_245
NAND3X1_243 AND2X2_65
NAND3X1_244 AND2X2_65
AND2X2_65 NAND3X1_245
NAND3X1_245 NOR2X1_204
NAND2X1_154 NAND3X1_247
NAND3X1_246 NAND3X1_247
AOI22X1_27 NAND3X1_247
NAND3X1_247 NOR2X1_204
NOR2X1_204 NAND3X1_248
NAND3X1_248 XOR2X1_17
INVX1_236 OAI21X1_87
NAND3X1_249 OAI21X1_87
OAI21X1_87 NOR2X1_205
INVX1_237 OAI22X1_55
INVX1_238 OAI22X1_55
OAI22X1_55 NOR2X1_205
NOR2X1_205 NAND3X1_257
INVX1_239 OAI22X1_56
INVX1_240 OAI22X1_56
OAI22X1_56 NOR2X1_206
INVX1_241 OAI21X1_88
NAND2X1_155 OAI21X1_88
OAI21X1_88 NOR2X1_206
NOR2X1_206 NAND3X1_257
NAND3X1_250 NAND3X1_254
NAND3X1_251 NAND3X1_254
NAND3X1_252 AND2X2_66
NAND3X1_253 AND2X2_66
AND2X2_66 NAND3X1_254
NAND3X1_254 NOR2X1_207
NAND2X1_156 NAND3X1_256
NAND3X1_255 NAND3X1_256
AOI22X1_28 NAND3X1_256
NAND3X1_256 NOR2X1_207
NOR2X1_207 NAND3X1_257
NAND3X1_257 XOR2X1_18
INVX1_242 OAI21X1_89
INVX1_243 NAND2X1_157 NOR2X1_209 NOR3X1_15
NAND2X1_157 INVX1_244 NOR2X1_215
INVX1_244 NAND3X1_258 NAND2X1_159 NAND3X1_260 NAND3X1_267 NAND3X1_269 NAND3X1_276 NAND3X1_278 NAND3X1_285 NAND3X1_287
INVX1_245 NAND2X1_158 NOR2X1_208
NAND2X1_158 INVX1_246 NOR2X1_212
INVX1_246 NAND3X1_258 NAND2X1_160 NAND2X1_162 NAND3X1_267 NAND3X1_276 NAND3X1_285
NAND3X1_258 OAI21X1_89
NOR2X1_208 NAND2X1_159 NAND2X1_161 NAND2X1_163 NAND2X1_166
NAND2X1_159 OAI21X1_89 OAI21X1_91 OAI21X1_93 OAI21X1_95
OAI21X1_89 NOR2X1_210
INVX1_247 OAI22X1_57
INVX1_248 OAI22X1_57
NOR2X1_209 NAND2X1_160 NAND2X1_161 NAND3X1_264 NAND3X1_273 NAND3X1_282 NAND3X1_291
NAND2X1_160 OAI22X1_57 OAI22X1_59 OAI22X1_61 OAI22X1_63
NAND2X1_161 OAI22X1_57 OAI22X1_59 OAI22X1_61 OAI22X1_63
OAI22X1_57 NOR2X1_210
NOR2X1_210 NAND3X1_266
INVX1_249 OAI22X1_58
INVX1_250 OAI22X1_58
NOR2X1_211 NAND2X1_162 NAND2X1_163 NAND3X1_259 NAND3X1_261 NAND3X1_268 NAND3X1_270 NAND3X1_277 NAND3X1_279 NAND3X1_286 NAND3X1_288
NAND2X1_162 OAI22X1_58 OAI22X1_60 OAI22X1_62 OAI22X1_64
NAND2X1_163 OAI22X1_58 OAI22X1_60 OAI22X1_62 OAI22X1_64
OAI22X1_58 NOR2X1_213
INVX1_251 OAI21X1_90
NAND2X1_164 NOR2X1_212 NOR3X1_16
NOR2X1_212 NAND2X1_165 NAND2X1_169 NAND2X1_171 NAND2X1_173
NAND2X1_165 OAI21X1_90
AND2X2_67 NAND2X1_166 NAND3X1_262 NAND3X1_271 NAND3X1_280 NAND3X1_289
NAND2X1_166 OAI21X1_90 OAI21X1_92 OAI21X1_94 OAI21X1_96
OAI21X1_90 NOR2X1_213
NOR2X1_213 NAND3X1_266
AND2X2_68 NAND3X1_259 NAND3X1_262 NAND3X1_268 NAND3X1_271 NAND3X1_277 NAND3X1_280 NAND3X1_286 NAND3X1_289
NAND3X1_259 NAND3X1_263
NOR2X1_214 NAND3X1_260 NAND3X1_261 NAND3X1_264 NAND3X1_269 NAND3X1_270 NAND3X1_273 NAND3X1_278 NAND3X1_279 NAND3X1_282 NAND3X1_287 NAND3X1_288 NAND3X1_291
NAND3X1_260 NAND3X1_263
NAND3X1_261 AND2X2_69
NAND3X1_262 AND2X2_69
AND2X2_69 NAND3X1_263
NAND3X1_263 NOR2X1_216
NAND2X1_167 NOR2X1_215 NOR3X1_15
NOR2X1_215 NAND2X1_168 NAND2X1_170 NAND2X1_172 NAND2X1_174
NAND2X1_168 NAND3X1_265
NAND3X1_264 NAND3X1_265
NOR3X1_15 AOI22X1_29 AOI22X1_30 AOI22X1_31 AOI22X1_32
NOR3X1_16 AOI22X1_29 AOI22X1_30 AOI22X1_31 AOI22X1_32
AOI22X1_29 NAND3X1_265
NAND3X1_265 NOR2X1_216
NOR2X1_216 NAND3X1_266
NAND3X1_266 XOR2X1_19
INVX1_252 OAI21X1_91
NAND3X1_267 OAI21X1_91
OAI21X1_91 NOR2X1_217
INVX1_253 OAI22X1_59
INVX1_254 OAI22X1_59
OAI22X1_59 NOR2X1_217
NOR2X1_217 NAND3X1_275
INVX1_255 OAI22X1_60
INVX1_256 OAI22X1_60
OAI22X1_60 NOR2X1_218
INVX1_257 OAI21X1_92
NAND2X1_169 OAI21X1_92
OAI21X1_92 NOR2X1_218
NOR2X1_218 NAND3X1_275
NAND3X1_268 NAND3X1_272
NAND3X1_269 NAND3X1_272
NAND3X1_270 AND2X2_70
NAND3X1_271 AND2X2_70
AND2X2_70 NAND3X1_272
NAND3X1_272 NOR2X1_219
NAND2X1_170 NAND3X1_274
NAND3X1_273 NAND3X1_274
AOI22X1_30 NAND3X1_274
NAND3X1_274 NOR2X1_219
NOR2X1_219 NAND3X1_275
NAND3X1_275 XOR2X1_20
INVX1_258 OAI21X1_93
NAND3X1_276 OAI21X1_93
OAI21X1_93 NOR2X1_220
INVX1_259 OAI22X1_61
INVX1_260 OAI22X1_61
OAI22X1_61 NOR2X1_220
NOR2X1_220 NAND3X1_284
INVX1_261 OAI22X1_62
INVX1_262 OAI22X1_62
OAI22X1_62 NOR2X1_221
INVX1_263 OAI21X1_94
NAND2X1_171 OAI21X1_94
OAI21X1_94 NOR2X1_221
NOR2X1_221 NAND3X1_284
NAND3X1_277 NAND3X1_281
NAND3X1_278 NAND3X1_281
NAND3X1_279 AND2X2_71
NAND3X1_280 AND2X2_71
AND2X2_71 NAND3X1_281
NAND3X1_281 NOR2X1_222
NAND2X1_172 NAND3X1_283
NAND3X1_282 NAND3X1_283
AOI22X1_31 NAND3X1_283
NAND3X1_283 NOR2X1_222
NOR2X1_222 NAND3X1_284
NAND3X1_284 XOR2X1_21
INVX1_264 OAI21X1_95
NAND3X1_285 OAI21X1_95
OAI21X1_95 NOR2X1_223
INVX1_265 OAI22X1_63
INVX1_266 OAI22X1_63
OAI22X1_63 NOR2X1_223
NOR2X1_223 NAND3X1_293
INVX1_267 OAI22X1_64
INVX1_268 OAI22X1_64
OAI22X1_64 NOR2X1_224
INVX1_269 OAI21X1_96
NAND2X1_173 OAI21X1_96
OAI21X1_96 NOR2X1_224
NOR2X1_224 NAND3X1_293
NAND3X1_286 NAND3X1_290
NAND3X1_287 NAND3X1_290
NAND3X1_288 AND2X2_72
NAND3X1_289 AND2X2_72
AND2X2_72 NAND3X1_290
NAND3X1_290 NOR2X1_225
NAND2X1_174 NAND3X1_292
NAND3X1_291 NAND3X1_292
AOI22X1_32 NAND3X1_292
NAND3X1_292 NOR2X1_225
NOR2X1_225 NAND3X1_293
NAND3X1_293 XOR2X1_22
