#/Users/anjalisarawgi/anaconda3/envs/gnn_parsing/bin/verilog2graph tum-eisec-benchmarks-main/netlist/des_latest/verilog/nangate/des3.v --output_format txt --do-not-zip -o adjlist/des_latest/nangate/des3 -l lib/NangateOpenCellLibrary_functional.lib
# GMT Tue Nov 25 13:21:57 2025
# 
INPUT_\desIn[0]  NAND2_X1_8
NOR4_X1_57 OAI211_X1_14
OAI211_X1_14 XOR2_X1_4
NOR2_X1_50 NAND4_X1_55
NAND4_X1_55 XOR2_X1_29
NAND2_X1_84 OAI22_X1_146 OAI22_X1_148 OAI22_X1_150 OAI22_X1_152 OAI22_X1_154 OAI22_X1_156 OAI22_X1_158 OAI22_X1_160 OAI22_X1_162 OAI22_X1_164 OAI22_X1_166 OAI22_X1_168 OAI22_X1_169
INV_X1_36 NAND3_X1_57 NAND4_X1_56 NAND4_X1_58 NAND3_X1_62
NOR2_X1_51 NAND3_X1_57 NAND2_X1_88 NAND4_X1_61 NAND3_X1_60 NAND2_X1_89
NAND3_X1_57 OAI22_X1_146 OAI22_X1_157 OAI22_X1_165 OAI22_X1_166
INV_X1_37 NAND2_X1_85 NAND2_X1_86 NAND4_X1_60
NAND2_X1_85 OAI22_X1_146 OAI22_X1_148 OAI22_X1_150 OAI22_X1_152 OAI22_X1_154 OAI22_X1_156 OAI22_X1_158 OAI22_X1_160 OAI22_X1_162 OAI22_X1_164 OAI22_X1_166 OAI22_X1_168 OAI22_X1_169
INV_X1_38 NAND3_X1_58 NAND4_X1_56 NAND4_X1_59 NOR3_X1_26 NAND4_X1_64
AND2_X1_21 NAND3_X1_58 NAND3_X1_59 NAND2_X1_88 NAND2_X1_90
NAND3_X1_58 OAI22_X1_146 OAI22_X1_156 OAI22_X1_170
OAI22_X1_146 NOR4_X1_58 NOR4_X1_67
INV_X1_39 NAND2_X1_86 NAND2_X1_87 NAND4_X1_61
NAND2_X1_86 OAI22_X1_147 OAI22_X1_149 OAI22_X1_151 OAI22_X1_153 OAI22_X1_155 OAI22_X1_157 OAI22_X1_159 OAI22_X1_161 OAI22_X1_163 OAI22_X1_165 OAI22_X1_167 OAI22_X1_170
NAND4_X1_56 OAI22_X1_147 OAI22_X1_149 OAI22_X1_162
NAND2_X1_87 OAI22_X1_147 OAI22_X1_149 OAI22_X1_151 OAI22_X1_153 OAI22_X1_155 OAI22_X1_157 OAI22_X1_159 OAI22_X1_161 OAI22_X1_163 OAI22_X1_165 OAI22_X1_167 NOR2_X1_57 OAI22_X1_170
INV_X1_40 NAND4_X1_57 NAND4_X1_58 NAND3_X1_59 NOR3_X1_25 NAND3_X1_63
INV_X1_41 NAND4_X1_57 NAND4_X1_62 NAND3_X1_60 NAND4_X1_64 NAND3_X1_61
NAND4_X1_57 OAI22_X1_147 OAI22_X1_156 OAI22_X1_160 OAI22_X1_163
OAI22_X1_147 NOR4_X1_58 NOR4_X1_67
NAND4_X1_58 OAI22_X1_148 OAI22_X1_154 OAI22_X1_157 OAI22_X1_159
NAND3_X1_59 OAI22_X1_148 OAI22_X1_155 OAI22_X1_167 OAI22_X1_168
OAI22_X1_148 NOR4_X1_58 OR2_X1_37
NAND2_X1_88 OAI22_X1_149 OAI22_X1_162 OAI22_X1_164 NOR2_X1_57
OAI22_X1_149 NOR4_X1_58 OR2_X1_37
NOR4_X1_58 NAND4_X1_65 NAND4_X1_66
AND2_X1_22 NAND4_X1_59 NOR2_X1_54
NOR2_X1_52 NAND4_X1_59 NAND4_X1_60 NAND4_X1_61 NAND2_X1_89 NAND2_X1_91 NAND3_X1_63
NAND4_X1_59 NAND4_X1_63
AND2_X1_23 NAND4_X1_60 NAND4_X1_62 NAND2_X1_90 NAND3_X1_61 NAND3_X1_62 NAND2_X1_91
NAND4_X1_60 NAND4_X1_63
NAND4_X1_61 NAND4_X1_63
NOR2_X1_53 NAND4_X1_62 NOR2_X1_54 AOI211_X1_1
NAND4_X1_62 NAND4_X1_63
NAND4_X1_63 NOR2_X1_55 NOR4_X1_63 NOR4_X1_66
OR2_X1_34 NOR3_X1_25 NOR3_X1_26
NOR3_X1_25 MUX2_X1_97 AOI211_X1_1
NOR2_X1_54 MUX2_X1_97
NOR3_X1_26 MUX2_X1_97
MUX2_X1_97 NOR2_X1_55 NOR4_X1_63 NOR4_X1_64
NOR2_X1_55 NAND4_X1_65
NAND3_X1_60 OAI22_X1_150 OAI22_X1_155 OAI22_X1_158 OAI22_X1_161
NAND2_X1_89 OAI22_X1_150 OAI22_X1_161
OAI22_X1_150 NOR3_X1_27 NOR4_X1_61
NAND2_X1_90 OAI22_X1_151 OAI22_X1_158 OAI22_X1_168
NAND4_X1_64 OAI22_X1_151 OAI22_X1_152 OAI22_X1_166 OAI22_X1_170
OAI22_X1_151 NOR3_X1_27 NOR4_X1_61
NAND3_X1_61 OAI22_X1_152 OAI22_X1_164 OAI22_X1_167
OAI22_X1_152 OR2_X1_35 NOR2_X1_56
NAND3_X1_62 OAI22_X1_153 OAI22_X1_154 OAI22_X1_159 OAI22_X1_169
NAND2_X1_91 OAI22_X1_153 OAI22_X1_165 OAI22_X1_169
OAI22_X1_153 OR2_X1_35 NOR2_X1_56
OR2_X1_35 NOR3_X1_27 NOR4_X1_66
NOR3_X1_27 NAND4_X1_65
OAI22_X1_154 NOR4_X1_59 OR2_X1_36
OAI22_X1_155 NOR4_X1_59 OR2_X1_36
OAI22_X1_156 NOR4_X1_59 NOR4_X1_64
OAI22_X1_157 NOR4_X1_59 NOR4_X1_64
NOR4_X1_59 NAND4_X1_65 NAND4_X1_66
NAND4_X1_65 XOR2_X1_26
OAI22_X1_158 NOR4_X1_60 OR2_X1_38
OAI22_X1_159 NOR4_X1_60 OR2_X1_38
NAND3_X1_63 OAI22_X1_160 OAI22_X1_163
OAI22_X1_160 NOR4_X1_60 NOR4_X1_66
OAI22_X1_161 NOR4_X1_60 NOR4_X1_66
NOR4_X1_60 NAND4_X1_66
OAI22_X1_162 NOR4_X1_61
OAI22_X1_163 NOR4_X1_61
NOR4_X1_61 NAND4_X1_66
NAND4_X1_66 OAI211_X1_15 OAI211_X1_16
NOR2_X1_56 AND3_X1_5 NAND4_X1_67
OAI22_X1_164 NOR4_X1_62 OR2_X1_39
OAI22_X1_165 NOR4_X1_62 OR2_X1_39
OAI22_X1_166 NOR4_X1_62
OAI22_X1_167 NOR4_X1_62
NOR4_X1_62 AND3_X1_5 NAND4_X1_67 NAND3_X1_64
OAI22_X1_168 AOI211_X1_1
NOR2_X1_57 AOI211_X1_1
AOI211_X1_1 AND3_X1_5 NAND4_X1_67
AND3_X1_5 OAI211_X1_15
OAI22_X1_169 NOR4_X1_63
OAI22_X1_170 NOR4_X1_63
NOR4_X1_63 NAND4_X1_67 NAND3_X1_64
NAND4_X1_67 OAI211_X1_15 OAI211_X1_16
OR2_X1_36 NOR4_X1_64 NOR4_X1_65 NOR4_X1_67
NOR4_X1_64 OAI211_X1_15
OAI211_X1_15 XOR2_X1_11
OR2_X1_37 NOR4_X1_65
OR2_X1_38 NOR4_X1_65 NOR4_X1_67
OR2_X1_39 NOR4_X1_65
NOR4_X1_65 OAI211_X1_16
NOR4_X1_66 OAI211_X1_16
OAI211_X1_16 XOR2_X1_21
NOR4_X1_67 NAND3_X1_64
NAND3_X1_64 XOR2_X1_1
NAND2_X1_92 OAI22_X1_171 OAI22_X1_173 OAI22_X1_175 OAI22_X1_177 OAI22_X1_179 OAI22_X1_181 OAI22_X1_183 OAI22_X1_186 OAI22_X1_187 OAI22_X1_189 OAI22_X1_191 OAI22_X1_193 OAI22_X1_195 OAI22_X1_197
AND2_X1_24 NAND2_X1_93 NAND2_X1_97 NAND3_X1_68 NAND4_X1_72 NAND4_X1_74 NAND3_X1_71
NOR2_X1_58 NAND2_X1_93 NAND2_X1_95 NAND3_X1_67 NAND4_X1_72 NAND4_X1_73 NAND4_X1_75 NAND3_X1_72
NAND2_X1_93 OAI22_X1_171 OAI22_X1_185 OAI22_X1_196
INV_X1_42 NAND2_X1_94 NAND2_X1_96 NAND4_X1_72
NAND2_X1_94 OAI22_X1_171 OAI22_X1_173 OAI22_X1_175 OAI22_X1_177 OAI22_X1_179 OAI22_X1_181 OAI22_X1_183 OAI22_X1_185 OAI22_X1_187 OAI22_X1_189 OAI22_X1_191 OAI22_X1_193 OAI22_X1_195 OAI22_X1_197
NOR2_X1_59 NAND2_X1_95 NAND3_X1_65 NAND3_X1_69 NAND2_X1_99 NAND4_X1_75
NAND2_X1_95 OAI22_X1_171 OAI22_X1_182
OAI22_X1_171 OR2_X1_40
INV_X1_43 NAND2_X1_96 NAND2_X1_98 NAND4_X1_75
NAND2_X1_96 OAI22_X1_172 OAI22_X1_174 OAI22_X1_176 OAI22_X1_178 OAI22_X1_180 OAI22_X1_182 OAI22_X1_184 OAI22_X1_185 OAI22_X1_188 OAI22_X1_190 OAI22_X1_192 OAI22_X1_194 OAI22_X1_196 OAI22_X1_198
AND2_X1_25 NAND2_X1_97 NAND3_X1_66 NAND2_X1_99 NAND3_X1_70
NAND2_X1_97 OAI22_X1_172 OAI22_X1_175 OAI22_X1_195
NAND2_X1_98 OAI22_X1_172 OAI22_X1_174 OAI22_X1_176 OAI22_X1_178 OAI22_X1_180 OAI22_X1_182 OAI22_X1_184 OAI22_X1_186 OAI22_X1_188 OAI22_X1_190 OAI22_X1_192 OAI22_X1_194 OAI22_X1_196 OAI22_X1_198
INV_X1_44 NAND4_X1_68 NAND4_X1_69 NAND3_X1_66 NAND3_X1_72
INV_X1_45 NAND4_X1_68 NAND3_X1_65 NAND4_X1_71 NAND4_X1_74 NAND3_X1_71
NAND4_X1_68 OAI22_X1_172 OAI22_X1_176 OAI22_X1_189 OAI22_X1_195
OAI22_X1_172 OR2_X1_40
OR2_X1_40 NOR4_X1_68 NOR4_X1_70 NOR2_X1_61
NAND3_X1_65 OAI22_X1_173 OAI22_X1_186 OAI22_X1_192 OAI22_X1_194
INV_X1_46 NAND4_X1_69 NAND4_X1_70 NAND3_X1_68 NAND3_X1_69
NAND4_X1_69 OAI22_X1_173 OAI22_X1_180 OAI22_X1_192 OAI22_X1_193
OAI22_X1_173 OR2_X1_41 NOR4_X1_71
NAND3_X1_66 OAI22_X1_174 OAI22_X1_183 OAI22_X1_191 OAI22_X1_198
INV_X1_47 NAND4_X1_70 NAND3_X1_67 NAND4_X1_71 NAND4_X1_73 NAND3_X1_70
NAND4_X1_70 OAI22_X1_174 OAI22_X1_184 OAI22_X1_191 OAI22_X1_197
OAI22_X1_174 OR2_X1_41 NOR4_X1_71
OR2_X1_41 NOR4_X1_68
NAND3_X1_67 OAI22_X1_175 OAI22_X1_178
OAI22_X1_175 OR2_X1_42
NAND3_X1_68 OAI22_X1_176 OAI22_X1_181 OAI22_X1_187 OAI22_X1_190
OAI22_X1_176 OR2_X1_42
OR2_X1_42 NOR4_X1_68 NOR4_X1_70 NOR2_X1_63
NAND3_X1_69 OAI22_X1_177 OAI22_X1_187 OAI22_X1_194 OAI22_X1_198
NAND2_X1_99 OAI22_X1_177 OAI22_X1_179 OAI22_X1_184 OAI22_X1_188
OAI22_X1_177 OR2_X1_43 NOR4_X1_73
NAND4_X1_71 OAI22_X1_178 OAI22_X1_180 OAI22_X1_193 OAI22_X1_197
OAI22_X1_178 OR2_X1_43 NOR4_X1_73
OR2_X1_43 NOR4_X1_68 NOR4_X1_74
NOR4_X1_68 NAND3_X1_73
NAND4_X1_72 NAND4_X1_76
AND2_X1_26 NAND4_X1_73
NAND4_X1_73 NAND4_X1_76
NOR2_X1_60 NAND4_X1_74
NAND4_X1_74 NAND4_X1_76
NAND4_X1_75 NAND4_X1_76
NAND4_X1_76 NOR3_X1_28
NAND3_X1_70 OAI22_X1_179 OAI22_X1_183 OAI22_X1_188 OAI22_X1_190
OAI22_X1_179 NOR3_X1_28 NOR4_X1_74
OAI22_X1_180 NOR3_X1_28 NOR4_X1_74
NOR3_X1_28 NAND3_X1_73 NAND4_X1_77
NAND3_X1_71 OAI22_X1_181 OAI22_X1_186
OAI22_X1_181 NOR4_X1_69 NOR4_X1_72
NAND3_X1_72 OAI22_X1_182 OAI22_X1_185 OAI22_X1_189 OAI22_X1_196
OAI22_X1_182 NOR4_X1_69 NOR4_X1_72
OAI22_X1_183 NOR4_X1_69 OR4_X1_4
OAI22_X1_184 NOR4_X1_69 OR4_X1_4
NOR4_X1_69 NAND3_X1_73 NAND4_X1_78
NAND3_X1_73 XOR2_X1_12
OAI22_X1_185 OR2_X1_44
OAI22_X1_186 OR2_X1_44
OR2_X1_44 OR4_X1_4 NOR2_X1_62
OAI22_X1_187 OR2_X1_45
OAI22_X1_188 OR2_X1_45
OR2_X1_45 OR4_X1_4
OR4_X1_4 OAI211_X1_17
OAI22_X1_189 OR2_X1_46
OAI22_X1_190 OR2_X1_46
OR2_X1_46 NOR4_X1_70 NOR2_X1_62 NOR2_X1_63
OAI22_X1_191 OR2_X1_47
OAI22_X1_192 OR2_X1_47
OR2_X1_47 NOR4_X1_70 NOR2_X1_61
NOR4_X1_70 OAI211_X1_17
OAI22_X1_193 NOR4_X1_71 OR2_X1_48
OAI22_X1_194 NOR4_X1_71 OR2_X1_48
NOR4_X1_71 NAND4_X1_77 NAND4_X1_79
OAI22_X1_195 NOR4_X1_72
OAI22_X1_196 NOR4_X1_72
NOR4_X1_72 NAND4_X1_77 NAND4_X1_79
OAI22_X1_197 NOR4_X1_73
OAI22_X1_198 NOR4_X1_73
NOR4_X1_73 NAND4_X1_77 NAND4_X1_78 NAND4_X1_79
NAND4_X1_77 OAI211_X1_17
OR2_X1_48 NOR4_X1_74
NOR4_X1_74 OAI211_X1_17
OAI211_X1_17 XOR2_X1_18
NOR2_X1_61 NAND4_X1_78
NOR2_X1_62 NAND4_X1_78
NAND4_X1_78 XOR2_X1_6
NOR2_X1_63 NAND4_X1_79
NAND4_X1_79 XOR2_X1_28
INV_X1_48 NOR2_X1_64 NAND2_X1_100
NOR2_X1_64 XNOR2_X1_3 XOR2_X1_82
XNOR2_X1_3 NOR2_X1_65 NOR2_X1_69 NOR2_X1_72 NOR2_X1_74 NOR2_X1_78 NOR2_X1_79 NOR2_X1_81 NOR2_X1_83 NOR2_X1_85 NOR2_X1_87 NOR2_X1_90 NOR2_X1_92 NOR2_X1_94 NOR2_X1_96 NOR2_X1_98 NOR2_X1_100 NOR2_X1_102 NOR2_X1_104 NOR2_X1_106 NOR2_X1_109 NOR2_X1_111 NOR2_X1_112 NOR2_X1_114 NOR2_X1_117 NOR2_X1_119 NOR2_X1_121 NOR2_X1_123 NOR2_X1_124 OAI21_X1_35 OAI21_X1_36 OAI21_X1_37 OAI21_X1_41 OAI21_X1_42 OAI21_X1_45 OAI21_X1_46 OAI21_X1_48 OAI21_X1_51 OAI21_X1_52 OAI21_X1_55 OAI21_X1_56 OAI21_X1_57 OAI21_X1_58 NOR2_X1_135 NOR2_X1_137 NOR2_X1_139 NOR2_X1_141 NOR2_X1_143 NOR2_X1_145 NOR2_X1_147 NOR2_X1_149 NOR2_X1_151 NOR2_X1_153 NOR2_X1_154 NOR2_X1_156 NOR2_X1_158 NOR2_X1_160 NOR2_X1_163 NOR2_X1_165 NOR2_X1_167 NOR2_X1_168 NOR2_X1_170 NOR2_X1_172 NOR2_X1_173 NOR2_X1_175 NOR2_X1_176 NOR2_X1_178 NOR2_X1_179 NOR2_X1_185 OAI21_X1_61 NOR2_X1_187 NOR2_X1_188 OAI21_X1_64 OAI21_X1_65 OAI21_X1_66 OAI21_X1_70 OAI21_X1_71 OAI21_X1_74 OAI21_X1_75 OAI21_X1_77 OAI21_X1_79 OAI21_X1_81 OAI21_X1_82 OAI21_X1_84 OAI21_X1_86
INV_X1_49 OAI221_X1_7
INV_X1_50 OAI221_X1_7
INV_X1_51 NAND3_X1_74 MUX2_X1_98 NAND3_X1_75 NAND3_X1_76 NAND3_X1_77 NAND3_X1_80 NAND3_X1_81 NAND3_X1_82 NAND3_X1_83 NAND3_X1_84 NAND3_X1_85 NAND3_X1_86 NAND3_X1_87 NAND3_X1_88 NAND3_X1_89 NAND3_X1_90 NAND3_X1_91 NAND3_X1_93 NAND3_X1_94 NAND3_X1_95 NAND3_X1_96 NAND3_X1_97 NAND3_X1_98 NAND3_X1_99 NAND3_X1_100 NAND3_X1_101 NAND3_X1_102 NAND3_X1_103 NAND3_X1_104 NAND3_X1_105 NAND3_X1_106 NAND3_X1_107 NAND3_X1_108 NAND3_X1_109 NAND3_X1_110 NAND3_X1_111 NAND3_X1_112 NAND3_X1_113 NAND3_X1_114 NAND3_X1_115 NAND3_X1_116 NAND3_X1_117 NAND3_X1_118 NAND3_X1_119 NAND3_X1_120 NAND3_X1_121 NAND3_X1_122 NAND3_X1_123 NAND3_X1_124 NAND3_X1_125 NAND3_X1_126 NAND3_X1_127 NAND3_X1_128 NAND3_X1_129 NAND3_X1_130 NAND3_X1_131 NAND3_X1_132
NAND3_X1_74 OAI221_X1_7
XNOR2_X1_4 NAND2_X1_100 MUX2_X1_98
NAND2_X1_100 OAI221_X1_7 OAI221_X1_8 OAI221_X1_9 OAI221_X1_10 OAI221_X1_11 OAI221_X1_12 OAI221_X1_13 OAI221_X1_14 OAI221_X1_15 OAI221_X1_16 OAI221_X1_17 OAI221_X1_18 OAI221_X1_19 OAI221_X1_20 OAI221_X1_21 OAI221_X1_22 OAI221_X1_23 OAI221_X1_24 OAI221_X1_25 OAI221_X1_26 OAI221_X1_27 OAI221_X1_28 OAI221_X1_29 OAI221_X1_30 OAI221_X1_31 OAI221_X1_32 OAI221_X1_33 OAI221_X1_34 OAI221_X1_35 OAI221_X1_36 OAI221_X1_37 OAI221_X1_38 OAI221_X1_39 OAI221_X1_40 OAI221_X1_41 OAI221_X1_42 OAI221_X1_43 OAI221_X1_44 OAI221_X1_45 OAI221_X1_46 OAI221_X1_47 OAI221_X1_48 OAI221_X1_49 OAI221_X1_50 OAI221_X1_51 OAI221_X1_52 OAI221_X1_53 OAI221_X1_54 OAI221_X1_55 OAI221_X1_56 OAI221_X1_57 OAI221_X1_58 OAI221_X1_59 OAI221_X1_60 OAI221_X1_61 OAI221_X1_62
MUX2_X1_98 OAI221_X1_7 OAI221_X1_8 OAI221_X1_9 OAI221_X1_10 OAI221_X1_11 OAI221_X1_12 OAI221_X1_13 OAI221_X1_14 OAI221_X1_15 OAI221_X1_16 OAI221_X1_17 OAI221_X1_18 OAI221_X1_19 OAI221_X1_20 OAI221_X1_21 OAI221_X1_22 OAI221_X1_23 OAI221_X1_24 OAI221_X1_25 OAI221_X1_26 OAI221_X1_27 OAI221_X1_28 OAI221_X1_29 OAI221_X1_30 OAI221_X1_31 OAI221_X1_32 OAI221_X1_33 OAI221_X1_34 OAI221_X1_35 OAI221_X1_36 OAI221_X1_37 OAI221_X1_38 OAI221_X1_39 OAI221_X1_40 OAI221_X1_41 OAI221_X1_42 OAI221_X1_43 OAI221_X1_44 OAI221_X1_45 OAI221_X1_46 OAI221_X1_47 OAI221_X1_48 OAI221_X1_49 OAI221_X1_50 OAI221_X1_51 OAI221_X1_52 OAI221_X1_53 OAI221_X1_54 OAI221_X1_55 OAI221_X1_56 OAI221_X1_57 OAI221_X1_58 OAI221_X1_59 OAI221_X1_60 OAI221_X1_61 OAI221_X1_62
OAI221_X1_7 NOR2_X1_65 NOR2_X1_75 OAI21_X1_57 OAI21_X1_59
NOR2_X1_65 NOR3_X1_29 NOR3_X1_75 NOR3_X1_91 NOR3_X1_141 NOR3_X1_166 NOR3_X1_184 NOR3_X1_190 NOR3_X1_262 NOR3_X1_273 NOR3_X1_304 NOR3_X1_333 NOR3_X1_350 NOR3_X1_377
INV_X1_52 NOR2_X1_66 NAND3_X1_78 NAND3_X1_79 NAND3_X1_92 NAND2_X1_115
NOR2_X1_66 NAND2_X1_101 NAND2_X1_102 NAND2_X1_110 NAND2_X1_113 AND2_X1_27
INV_X1_53 NOR2_X1_67 NAND2_X1_116
NOR2_X1_67 NAND2_X1_101 NAND3_X1_78 NAND2_X1_103 NAND2_X1_106
NAND2_X1_101 NOR3_X1_29 NOR3_X1_53 NOR3_X1_63 NOR3_X1_79 NOR3_X1_107 NOR3_X1_117 NOR3_X1_124 NOR3_X1_140 NOR3_X1_165 NOR3_X1_181 NOR3_X1_208 NOR3_X1_217 NOR3_X1_247 NOR3_X1_263 NOR3_X1_288 NOR3_X1_295 NOR3_X1_311 NOR3_X1_327 NOR3_X1_371 NOR3_X1_387 NOR3_X1_403 NOR3_X1_419 NOR3_X1_443 NOR3_X1_457 NOR3_X1_466 NOR3_X1_496 NOR3_X1_508 NOR3_X1_513 NOR3_X1_558 NOR3_X1_587 NOR3_X1_591 NOR3_X1_605 NOR3_X1_621 NOR3_X1_637 NOR3_X1_653 NOR3_X1_686 NOR3_X1_712 NOR3_X1_714 NOR3_X1_744 NOR3_X1_773
XOR2_X1_82 NOR2_X1_68 NOR2_X1_71 NOR2_X1_73 NOR2_X1_75 NOR2_X1_76 NOR2_X1_80 NOR2_X1_82 NOR2_X1_84 NOR2_X1_86 NOR2_X1_89 NOR2_X1_91 NOR2_X1_93 NOR2_X1_95 NOR2_X1_97 NOR2_X1_99 NOR2_X1_101 NOR2_X1_103 NOR2_X1_105 NOR2_X1_107 NOR2_X1_108 NOR2_X1_110 NOR2_X1_113 NOR2_X1_115 NOR2_X1_116 NOR2_X1_118 NOR2_X1_120 NOR2_X1_122 NOR2_X1_125 OAI21_X1_38 OAI21_X1_39 OAI21_X1_40 OAI21_X1_43 OAI21_X1_44 OAI21_X1_47 OAI21_X1_49 OAI21_X1_50 OAI21_X1_53 OAI21_X1_54 OAI21_X1_59 OAI21_X1_60 NOR2_X1_134 NOR2_X1_136 NOR2_X1_138 NOR2_X1_140 NOR2_X1_142 NOR2_X1_144 NOR2_X1_146 NOR2_X1_148 NOR2_X1_150 NOR2_X1_152 NOR2_X1_155 NOR2_X1_157 NOR2_X1_159 NOR2_X1_161 NOR2_X1_162 NOR2_X1_164 NOR2_X1_166 NOR2_X1_169 NOR2_X1_171 NOR2_X1_174 NOR2_X1_177 NOR2_X1_180 NOR2_X1_181 NOR2_X1_182 NOR2_X1_183 NOR2_X1_184 NOR2_X1_186 OAI21_X1_62 NOR2_X1_189 OAI21_X1_63 OAI21_X1_67 OAI21_X1_68 OAI21_X1_69 OAI21_X1_72 OAI21_X1_73 OAI21_X1_76 OAI21_X1_78 OAI21_X1_80 OAI21_X1_83 OAI21_X1_85
INV_X1_54 OAI221_X1_8
INV_X1_55 OAI221_X1_8
NAND3_X1_75 OAI221_X1_8
OAI221_X1_8 NOR2_X1_68 NOR2_X1_74
NOR2_X1_68 NOR3_X1_29 NOR3_X1_71 NOR3_X1_106 NOR3_X1_126 NOR3_X1_149 NOR3_X1_157 NOR3_X1_196 NOR3_X1_253 NOR3_X1_266 NOR3_X1_287 NOR3_X1_296 NOR3_X1_324 NOR3_X1_342 NOR3_X1_400
NOR3_X1_29 NOR4_X1_75
INV_X1_56 OAI221_X1_9
INV_X1_57 OAI221_X1_9
NAND3_X1_76 OAI221_X1_9
OAI221_X1_9 NOR2_X1_69 NOR2_X1_73 OAI21_X1_58 OAI21_X1_60
NOR2_X1_69 NOR3_X1_30 NOR3_X1_84 NOR3_X1_152 NOR3_X1_167 NOR3_X1_185 NOR3_X1_195 NOR3_X1_229 NOR3_X1_253 NOR3_X1_295 NOR3_X1_334 NOR3_X1_346 OAI22_X1_208
INV_X1_58 NOR2_X1_70 NAND2_X1_114
NOR2_X1_70 NAND2_X1_102 NAND3_X1_79 NAND2_X1_104 NAND2_X1_107
NAND2_X1_102 NOR3_X1_30 NOR3_X1_61 NOR3_X1_64 NOR3_X1_85 NOR3_X1_94 NOR3_X1_118 NOR3_X1_125 NOR3_X1_141 NOR3_X1_156 NOR3_X1_186 NOR3_X1_204 NOR3_X1_223 NOR3_X1_238 NOR3_X1_248 NOR3_X1_264 NOR3_X1_289 NOR3_X1_296 NOR3_X1_312 NOR3_X1_328 NOR3_X1_345 NOR3_X1_372 NOR3_X1_385 NOR3_X1_390 NOR3_X1_404 NOR3_X1_420 NOR3_X1_435 NOR3_X1_464 NOR3_X1_467 NOR3_X1_487 NOR3_X1_505 NOR3_X1_514 NOR3_X1_548 NOR3_X1_559 NOR3_X1_578 NOR3_X1_606 NOR3_X1_622 NOR3_X1_638 NOR3_X1_654 NOR3_X1_669 NOR3_X1_704 NOR3_X1_715 NOR3_X1_745 NOR3_X1_765
INV_X1_59 OAI221_X1_10
INV_X1_60 OAI221_X1_10
NAND3_X1_77 OAI221_X1_10
OAI221_X1_10 NOR2_X1_71 NOR2_X1_72
NOR2_X1_71 NOR3_X1_30 NOR3_X1_58 NOR3_X1_72 OAI22_X1_200 NOR3_X1_127 NOR3_X1_140 NOR3_X1_191 NOR3_X1_214 NOR3_X1_254 NOR3_X1_277 NOR3_X1_282 NOR3_X1_307 NOR3_X1_313 NOR3_X1_333
NOR3_X1_30 NOR4_X1_75
NOR2_X1_72 NOR3_X1_31 NOR3_X1_55 NOR3_X1_77 OAI22_X1_200 NOR3_X1_124 NOR3_X1_143 NOR3_X1_198 NOR3_X1_209 NOR3_X1_251 NOR3_X1_272 NOR3_X1_286 NOR3_X1_297 NOR3_X1_312 NOR3_X1_332
NAND3_X1_78 NOR3_X1_31 NOR3_X1_60 NOR3_X1_65 NOR3_X1_86 NOR3_X1_99 NOR3_X1_123 NOR3_X1_126 NOR3_X1_142 NOR3_X1_168 NOR3_X1_184 NOR3_X1_192 NOR3_X1_205 NOR3_X1_224 NOR3_X1_239 NOR3_X1_249 NOR3_X1_265 NOR3_X1_284 NOR3_X1_308 NOR3_X1_313 NOR3_X1_340 NOR3_X1_346 NOR3_X1_369 NOR3_X1_382 NOR3_X1_391 NOR3_X1_405 NOR3_X1_421 NOR3_X1_449 NOR3_X1_462 NOR3_X1_468 NOR3_X1_486 NOR3_X1_501 NOR3_X1_515 NOR3_X1_533 NOR3_X1_554 NOR3_X1_560 NOR3_X1_580 NOR3_X1_618 NOR3_X1_634 NOR3_X1_639 NOR3_X1_655 NOR3_X1_674 NOR3_X1_710 NOR3_X1_727 NOR3_X1_734 NOR3_X1_757 NOR3_X1_771
NOR2_X1_73 NOR3_X1_31 NOR3_X1_83 NOR3_X1_153 NOR3_X1_163 NOR3_X1_181 NOR3_X1_199 NOR3_X1_225 NOR3_X1_252 NOR3_X1_298 NOR3_X1_331 NOR3_X1_345 NOR3_X1_386
NOR3_X1_31 NOR4_X1_75
NOR2_X1_74 NOR3_X1_32 NOR3_X1_78 NOR3_X1_102 NOR3_X1_125 NOR3_X1_154 NOR3_X1_171 OAI22_X1_203 NOR3_X1_252 NOR3_X1_263 NOR3_X1_293 NOR3_X1_308 NOR3_X1_323 NOR3_X1_335 NOR3_X1_401
NAND3_X1_79 NOR3_X1_32 NOR3_X1_48 NOR3_X1_66 NOR3_X1_80 NOR3_X1_101 NOR3_X1_121 NOR3_X1_127 NOR3_X1_143 NOR3_X1_161 NOR3_X1_185 NOR3_X1_193 NOR3_X1_210 NOR3_X1_218 NOR3_X1_246 NOR3_X1_250 NOR3_X1_266 NOR3_X1_283 NOR3_X1_298 NOR3_X1_314 NOR3_X1_330 NOR3_X1_357 NOR3_X1_366 NOR3_X1_383 NOR3_X1_406 NOR3_X1_422 NOR3_X1_440 NOR3_X1_458 NOR3_X1_469 NOR3_X1_489 NOR3_X1_504 NOR3_X1_516 NOR3_X1_534 NOR3_X1_561 NOR3_X1_575 NOR3_X1_596 NOR3_X1_608 NOR3_X1_624 NOR3_X1_640 NOR3_X1_656 NOR3_X1_689 NOR3_X1_706 NOR3_X1_717 NOR3_X1_735 NOR3_X1_747 NOR3_X1_767
